CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,display_phone,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,Latitude,Longitude,#_of_inspections,count_range,name,price,rating,review_count,transactions,neighborhood,categories_clean,latitude,longitude,address,city,zip_code,state,delivery,pickup,restaurant_reservation,asianfusion,bagels,bakeries,barbers,bars,chinese,comedyclubs,comfortfood,convenience,pizza,poke,seafood,seafoodmarkets,shanghainese,taiwanese,thai,tea,teppanyaki,ramen
50035651,OTTO'S TACOS,Manhattan,705,9 AVENUE,10019,(646) 918-7681,Mexican,1/15/2020,Violations were cited in the following area(s).,N,8,A,1/15/2020,Cycle Inspection / Initial Inspection,40.76242419,-73.98973358,14,20-Nov,Otto's Tacos,$,4,359,"['delivery', 'pickup']",Midtown West,"['salad', 'tacos']",40.7625885,-73.99000549,705 9th Ave,New York,10019,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50055426,OUSIA,Manhattan,629,WEST   57 STREET,10019,(212) 333-2000,Greek,10/18/2019,Violations were cited in the following area(s).,Y,10,A,10/18/2019,Cycle Inspection / Initial Inspection,40.77135867,-73.99387687,19,20-Nov,Ousia,$$,4,250,"['delivery', 'pickup']",Midtown West,"['mediterranean', 'greek']",40.77079466,-73.99243345,629 W 57th St,New York,10019,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41510816,OUTBACK STEAKHOUSE,Manhattan,60,WEST   23 STREET,10010,(212) 989-3122,Steak,2/18/2020,Violations were cited in the following area(s).,N,8,A,2/18/2020,Cycle Inspection / Initial Inspection,40.74231347,-73.9914292,15,20-Nov,Outback Steakhouse,$$,3,371,"['pickup', 'delivery']",Gramercy,['steak'],40.742272,-73.992071,60 W 23rd Street At 6th Ave,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41455068,OVEST PIZZOTECA,Manhattan,513,WEST   27 STREET,10001,(212) 967-4392,Pizza/Italian,12/12/2019,Violations were cited in the following area(s).,N,12,A,12/12/2019,Cycle Inspection / Re-inspection,40.7506386,-74.00334574,24,21-30,Ovest Pizzoteca by Luzzo's,$$,4,531,"['delivery', 'pickup']",Garment District,"['pizza', 'italian', 'cocktailbars']",40.75074768,-74.00302124,513 W 27th St,New York,10001,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50087281,OZEN SUSHI ASIAN FUSION,Manhattan,760,AMSTERDAM AVENUE,10025,(212) 678-0300,Asian,2/5/2020,Violations were cited in the following area(s).,Y,14,B,2/5/2020,Cycle Inspection / Re-inspection,40.79499538,-73.96969124,12,20-Nov,Ozen,$$,3,189,"['pickup', 'delivery']",Morningside Heights,"['asianfusion', 'sushi']",40.79488198,-73.97000527,760 Amsterdam Ave,New York,10025,NY,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40927055,P & M CLASSIC PIZZA & RESTAURANT,Manhattan,1747,AMSTERDAM AVENUE,10031,(212) 926-3155,Pizza/Italian,4/2/2019,Violations were cited in the following area(s).,Y,9,A,4/2/2019,Cycle Inspection / Initial Inspection,40.82618114,-73.94689497,14,20-Nov,P&M Classic Pizza & Restaurant,$,4,59,"['pickup', 'delivery']",Harlem,['pizza'],40.8262239,-73.9466905,1747 Amsterdam Ave,New York,10031,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40362264,P & S DELI GROCERY,Manhattan,730,COLUMBUS AVENUE,10025,(212) 932-3030,American,5/13/2019,Violations were cited in the following area(s).,N,9,A,5/13/2019,Cycle Inspection / Initial Inspection,40.79262064,-73.96770962,27,21-30,Paul Saini Deli,N/A,1,2,[],Morningside Heights,['delis'],40.7926174,-73.9679198,730 Columbus Ave,New York,10025,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40931258,P.J. CLARKE'S,Manhattan,915,3 AVENUE,10022,(212) 317-1616,American,2/24/2020,Violations were cited in the following area(s).,Y,-1,Z,TBD,Cycle Inspection / Initial Inspection,40.75903327,-73.96840097,13,20-Nov,P.J. Clarke's,$$,3.5,897,"['delivery', 'pickup']",Midtown East,"['tradamerican', 'pubs', 'burgers']",40.7589148,-73.9680336,915 Third Ave,New York,10022,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41246951,P.J. CLARKE'S,Manhattan,44,WEST   63 STREET,10023,(212) 957-9700,American,3/6/2020,Violations were cited in the following area(s).,Y,-1,Z,TBD,Cycle Inspection / Initial Inspection,40.77148649,-73.98241401,19,20-Nov,PJ Clarke's,$$,3,832,"['pickup', 'delivery']",Upper West Side,"['pubs', 'burgers', 'tradamerican']",40.7715246,-73.98275156,44 W 63rd St,New York,10023,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41148214,P.J. CLARKE'S ON THE HUDSON,Manhattan,4,WORLD FINANCIAL CENTER,10281,(212) 285-1500,American,2/13/2020,Violations were cited in the following area(s).,Y,10,A,2/13/2020,Cycle Inspection / Re-inspection,40.71451922,-74.01567349,25,21-30,P.J. Clarke's,$$,3,556,"['delivery', 'pickup']",Tribeca,"['tradamerican', 'raw_food', 'cocktailbars']",40.71369966,-74.01622832,250 Vesey St,New York,10281,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50054965,PA PA THAI CUISINE,Manhattan,1069,1 AVENUE,10022,(212) 752-9277,Thai,11/21/2019,Violations were cited in the following area(s).,Y,10,A,11/21/2019,Cycle Inspection / Re-inspection,40.75918513,-73.96228971,14,20-Nov,Pa Pa Thai Cuisine,$$,4.5,212,"['delivery', 'pickup']",Upper East Side,"['thai', 'chinese', 'salad']",40.75937782,-73.96241548,1069 1st Ave,New York,10022,NY,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
41581830,PAD THAI NOODLE LOUNGE,Manhattan,114,8 AVENUE,10011,(212) 691-6226,Thai,3/13/2020,Violations were cited in the following area(s).,N,12,A,3/13/2020,Cycle Inspection / Re-inspection,40.74082337,-74.00172495,47,31+,Pad Thai Noodle Lounge,$$,3.5,319,"['pickup', 'delivery']",Chelsea,"['thai', 'noodles', 'cocktailbars']",40.74083711,-74.00147769,114 8th Ave,New York,10011,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50082967,PADO,Manhattan,199,2 AVENUE,10003,(646) 476-6101,Japanese,3/3/2020,Violations were cited in the following area(s).,Y,11,A,3/3/2020,Cycle Inspection / Initial Inspection,40.73134482,-73.98567921,10,10-Jun,Pado,$$,4.5,314,"['delivery', 'pickup']",Greenwich Village,"['japanese', 'sushi', 'cocktailbars']",40.7314,-73.98589,199 2nd Ave,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41213163,PAESANO'S,Manhattan,136,MULBERRY STREET,10013,(212) 965-1188,Italian,2/3/2020,Violations were cited in the following area(s).,Y,9,A,2/3/2020,Cycle Inspection / Initial Inspection,40.71851939,-73.99769483,20,20-Nov,Paesano of Mulberry Street,$$,4,939,"['restaurant_reservation', 'pickup']",Greenwich Village,"['italian', 'salad', 'seafood']",40.718554,-73.997447,136 Mulberry St,New York,10013,NY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50090865,PAISLEY RESTAURANT,Manhattan,429,GREENWICH STREET,10013,(212) 274-8003,Indian,1/1/1900,Not Yet Inspected,Not Applicable,PEND,N,TBD,Unknown,40.72221346,-74.0097407,1,1,Paisley,N/A,4.5,23,"['delivery', 'pickup']",Chinatown,['indpak'],40.722387,-74.0095662,429 Greenwich St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40703714,PALM RESTAURANT,Manhattan,250,WEST   50 STREET,10019,(212) 333-7256,Steak,2/25/2020,Violations were cited in the following area(s).,Y,9,A,2/25/2020,Cycle Inspection / Initial Inspection,40.76182257,-73.98503369,19,20-Nov,The Palm - Palm West,$$$,3.5,447,"['delivery', 'pickup']",Midtown West,"['steak', 'seafood']",40.76189,-73.98541,250 W 50th St,New York,10019,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41372589,PALM RESTAURANT,Manhattan,200,CHAMBERS STREET,10007,(646) 395-6393,Steak,3/2/2020,Violations were cited in the following area(s).,Y,13,A,3/2/2020,Cycle Inspection / Initial Inspection,40.71685544,-74.01220736,9,10-Jun,The Palm - Tribeca,$$$,3.5,292,"['delivery', 'pickup']",Chinatown,"['steak', 'seafood']",40.7165789,-74.0126991,206 West St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40946989,PAMPANO,Manhattan,209,EAST   49 STREET,10017,(212) 751-4545,Mexican,11/6/2019,Violations were cited in the following area(s).,N,9,A,11/6/2019,Cycle Inspection / Re-inspection,40.75499909,-73.97074903,14,20-Nov,Pampano,$$$,4,556,[],Midtown East,"['mexican', 'latin']",40.75503,-73.97054,209 E 49th St,New York,10017,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41223754,PANCA,Manhattan,92,7 AVENUE SOUTH,10014,(212) 488-3900,Peruvian,12/6/2019,Violations were cited in the following area(s).,N,13,A,12/6/2019,Cycle Inspection / Re-inspection,40.73278941,-74.00326185,23,21-30,Panca,$$,3.5,382,"['delivery', 'pickup']",Greenwich Village,['peruvian'],40.73280394,-74.0033517,92 7th Ave S,New York,10014,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41699605,PANCHO'S ANTOJITOS MEXICANOS,Manhattan,964,AMSTERDAM AVENUE,10025,(212) 316-5400,American,2/5/2020,Violations were cited in the following area(s).,Y,13,A,2/5/2020,Cycle Inspection / Initial Inspection,40.80132895,-73.96506502,43,31+,Panchos,$,4,63,"['delivery', 'pickup']",Morningside Heights,"['mexican', 'breakfast_brunch']",40.8015,-73.96534,964 Amsterdam Ave,New York,10025,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50071792,PANDA  EXPRESS # 2792,Manhattan,2852,BROADWAY,10025,(212) 678-0139,Chinese,4/16/2019,Violations were cited in the following area(s).,N,2,A,4/16/2019,Cycle Inspection / Initial Inspection,40.80465322,-73.96632753,3,5-Feb,Panda Express,$$,2.5,45,"['pickup', 'delivery']",Morningside Heights,"['hotdogs', 'chinese']",40.80459,-73.96607,2852 Broadway,New York,10025,NY,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50003131,PANDA BUBBLE TEA,Manhattan,858,LEXINGTON AVENUE,10065,(212) 988-8878,Café/Coffee/Tea,3/18/2019,Violations were cited in the following area(s).,Y,9,A,3/18/2019,Cycle Inspection / Initial Inspection,40.76572694,-73.96563611,14,20-Nov,Panda Bubble Tea,$,3.5,183,"['pickup', 'delivery']",Upper East Side,"['bubbletea', 'taiwanese', 'creperies']",40.76579,-73.96577,858 Lexington Ave,New York,10065,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50085896,PANDA RESTAURANT,Manhattan,20,HENRY STREET,10002,(917) 239-9908,Chinese,7/10/2019,Violations were cited in the following area(s).,N,12,A,7/10/2019,Pre-permit (Operational) / Re-inspection,40.71283769,-73.99649384,6,10-Jun,Panda Chinese Restaurant,N/A,5,1,"['pickup', 'delivery']",Chinatown,['chinese'],40.71272,-73.99688,20 Henry St,New York,10002,NY,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40385157,PANGEA RESTAURANT,Manhattan,178,2 AVENUE,10003,(212) 995-0900,Mediterranean,3/26/2019,Violations were cited in the following area(s).,Y,10,A,3/26/2019,Cycle Inspection / Initial Inspection,40.73057635,-73.98621698,11,20-Nov,Pangea,$$,3.5,136,[],Gramercy,"['italian', 'mediterranean', 'spanish']",40.730472,-73.9859,178 2nd Ave,New York,10003,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41362111,PANNA II GARDEN INDIAN RESTAURANT,Manhattan,93,1 AVENUE,10003,(212) 598-4610,Indian,2/19/2020,Violations were cited in the following area(s).,N,20,Z,TBD,Cycle Inspection / Initial Inspection,40.7261765,-73.98632613,25,21-30,Panna II Garden Indian Restaurant,$$,3,1000,"['delivery', 'pickup']",Gramercy,['indpak'],40.72626,-73.9865,93 1st Ave,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41387793,PAOLA'S,Manhattan,1295,MADISON AVENUE,10128,(212) 794-1890,Italian,3/11/2019,Violations were cited in the following area(s).,Y,9,A,3/11/2019,Cycle Inspection / Initial Inspection,40.78475301,-73.9559522,21,21-30,Paola's Restaurant,$$$,3.5,182,[],East Harlem,['italian'],40.78465466,-73.95586923,1295 Madison Ave,New York,10128,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50099702,PAOLA'S OSTERIA,Manhattan,1246,MADISON AVENUE,10128,(212) 923-5820,Italian,12/11/2019,Violations were cited in the following area(s).,N,12,A,12/11/2019,Pre-permit (Operational) / Initial Inspection,40.78311486,-73.9571738,3,5-Feb,Paola's Osteria,N/A,4.5,7,"['delivery', 'pickup']",East Harlem,"['italian', 'pizza']",40.78318,-73.9573,1246 Madison Ave,New York,10128,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50070943,PAPA JOHN'S PIZZA NW HARLEM,Manhattan,1709,AMSTERDAM AVENUE,10031,(212) 281-7272,Pizza,9/10/2019,Violations were cited in the following area(s).,Y,12,A,9/10/2019,Cycle Inspection / Initial Inspection,40.824908,-73.9478246,22,21-30,Papa John's Pizza,$,2.5,16,"['pickup', 'delivery']",Morningside Heights,['pizza'],40.82484109,-73.94762613,1709 Amsterdam Ave,New York,10031,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50070940,PAPA JOHN'S PIZZA SW HARLEM,Manhattan,896,AMSTERDAM AVENUE,10025,(212) 864-7272,Pizza,2/20/2020,Violations were cited in the following area(s).,N,12,A,2/20/2020,Cycle Inspection / Initial Inspection,40.79898819,-73.96677827,6,10-Jun,Papa John's Pizza,$,2,13,"['pickup', 'delivery']",Morningside Heights,['pizza'],40.79898879,-73.96683075,896 Amsterdam Avenue,New York,10025,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41188476,PAPATZUL,Manhattan,55,GRAND STREET,10013,(212) 274-8225,Mexican,2/27/2020,Violations were cited in the following area(s).,Y,28,Z,TBD,Cycle Inspection / Initial Inspection,40.72227969,-74.00358242,31,31+,Papatzul,$$,3.5,430,"['delivery', 'pickup']",Chinatown,"['mexican', 'bars']",40.722148,-74.003677,55 Grand St,New York,10013,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41496435,PAPAYA KING,Manhattan,179,EAST   86 STREET,10028,(212) 369-0648,Hotdogs,8/19/2019,Violations were cited in the following area(s).,N,11,A,8/19/2019,Cycle Inspection / Initial Inspection,40.77909281,-73.95461998,8,10-Jun,Papaya King,$,3.5,569,"['delivery', 'pickup']",Upper East Side,['hotdog'],40.77908838,-73.95407042,179 E 86th St,New York,10028,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41103208,PAPILLON BISTRO & BAR,Manhattan,22,EAST   54 STREET,10022,(212) 754-9006,French,3/4/2020,Violations were cited in the following area(s).,Y,25,Z,TBD,Cycle Inspection / Initial Inspection,40.76064595,-73.97447542,15,20-Nov,Papillon Bistro & Bar,$$,3.5,407,"['delivery', 'pickup']",Midtown East,"['french', 'bars', 'brasseries']",40.7604637,-73.97425536,22 E 54th St,New York,10022,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41585567,PAPPARDELLA,Manhattan,316,COLUMBUS AVENUE,10023,(212) 595-7996,Italian,3/13/2019,Violations were cited in the following area(s).,N,2,A,3/13/2019,Cycle Inspection / Initial Inspection,40.77922034,-73.97747965,33,31+,Pappardella,$$,3.5,590,"['pickup', 'delivery']",East Harlem,"['italian', 'gluten_free', 'wine_bars']",40.7792833,-73.9776967,316 Columbus Ave,New York,10023,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50096662,PAPRIKA,Manhattan,56,EAST   34 STREET,10016,(212) 679-1100,Jewish/Kosher,8/16/2019,Violations were cited in the following area(s).,N,5,A,8/16/2019,Pre-permit (Operational) / Initial Inspection,40.74753024,-73.98244201,1,1,Paprika kosher,$$,4,121,"['delivery', 'pickup']",Midtown West,"['mediterranean', 'kosher']",40.7521504,-73.9841278,32 W 39th St,New York,10018,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40948723,PAQUITO'S,Manhattan,143,1 AVENUE,10003,(212) 674-2071,Mexican,2/19/2020,Violations were cited in the following area(s).,Y,42,Z,TBD,Cycle Inspection / Initial Inspection,40.72802082,-73.98498358,45,31+,Paquito's,$$,3.5,254,"['pickup', 'delivery']",Gramercy,['mexican'],40.728144,-73.985217,143 1st Ave,New York,10003,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50032887,PARADA 47 MEXICAN RESTAURANT,Manhattan,526,WEST   47 STREET,10036,(212) 757-3737,Mexican,3/19/2019,Violations were cited in the following area(s).,N,7,A,3/19/2019,Cycle Inspection / Initial Inspection,40.76326989,-73.99430358,6,10-Jun,Parada 47,$,4,49,"['delivery', 'pickup']",Midtown West,['mexican'],40.763092,-73.99443,526 W 47th St,New York,10036,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011059,PARDON MY FRENCH,Manhattan,103,AVENUE B,10009,(212) 358-9683,French,4/2/2019,Violations were cited in the following area(s).,Y,12,A,4/2/2019,Cycle Inspection / Re-inspection,40.72482264,-73.9813765,28,21-30,Ciao Pasta,N/A,4,11,"['delivery', 'pickup']",East Village,"['italian', 'salad']",40.724725,-73.981229,103 Avenue B,New York,10009,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011059,PARDON MY FRENCH,Manhattan,103,AVENUE B,10009,(212) 358-9683,French,4/2/2019,Violations were cited in the following area(s).,Y,12,A,4/2/2019,Cycle Inspection / Re-inspection,40.72482264,-73.9813765,28,21-30,PMF Pardon My French,$$,4,971,[],Chinatown,"['french', 'cocktailbars']",40.72473,-73.98115,103 Ave B,New York,10009,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40550155,PARISI BAKERY,Manhattan,198,MOTT STREET,10012,(212) 226-6378,Delicatessen,12/5/2019,Violations were cited in the following area(s).,N,13,A,12/5/2019,Cycle Inspection / Re-inspection,40.72124489,-73.99559871,35,31+,Parisi Bakery,$$,4.5,409,[],Little Italy,"['bakeries', 'sandwiches', 'delis']",40.7211836,-73.9954365,198 Mott St,New York,10012,NY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41546054,PARK AVENUE TAVERN,Manhattan,99,PARK AVENUE,10016,(212) 867-4484,American,11/13/2019,Violations were cited in the following area(s).,Y,8,A,11/13/2019,Cycle Inspection / Re-inspection,40.75073822,-73.97866592,8,10-Jun,Park Avenue Tavern,$$,4,764,"['pickup', 'delivery']",Midtown West,"['tradamerican', 'cocktailbars', 'salad']",40.75031,-73.9783999,99 Park Ave,New York,10016,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41515513,PARK AVENUE WINTER,Manhattan,360,PARK AVENUE SOUTH,10010,(212) 951-7111,American,6/3/2019,Violations were cited in the following area(s).,N,12,A,6/3/2019,Cycle Inspection / Initial Inspection,40.74194777,-73.98508869,22,21-30,Park Avenue Winter,$$$,4,963,"['delivery', 'pickup']",Greenwich Village,['newamerican'],40.742117,-73.985579,360 Park Ave S,New York,10010,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40606331,PARK ITALIAN GOURMET,Manhattan,60,WEST   45 STREET,10036,(212) 382-0580,Italian,2/20/2020,Violations were cited in the following area(s).,Y,-1,Z,TBD,Cycle Inspection / Initial Inspection,40.75617331,-73.98133882,21,21-30,Park Italian Gourmet,$,4,199,"['delivery', 'pickup']",Garment District,"['italian', 'delis', 'sandwiches']",40.75620543,-73.98148298,60 W 45th St,New York,10036,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000880,PARKER & QUINN,Manhattan,63,WEST   38 STREET,10018,(212) 729-0277,American,11/19/2019,Violations were cited in the following area(s).,N,19,B,11/19/2019,Cycle Inspection / Re-inspection,40.75176572,-73.98462811,26,21-30,Parker & Quinn,$$,4,1000,"['delivery', 'pickup']",Midtown West,"['newamerican', 'bars', 'breakfast_brunch']",40.75258622,-73.98507132,64 W 39th St,New York,10018,NY,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41631799,PARM,Manhattan,248,MULBERRY STREET,10012,(212) 993-7189,Italian,12/10/2019,Violations were cited in the following area(s).,Y,10,A,12/10/2019,Cycle Inspection / Initial Inspection,40.72308938,-73.99580062,15,20-Nov,Parm,$$,3.5,742,"['delivery', 'pickup']",Greenwich Village,"['italian', 'sandwiches']",40.72303,-73.99567,248 Mulberry St,New York,10012,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017582,PARM,Manhattan,235,COLUMBUS AVENUE,10023,(212) 776-4921,Italian,3/10/2020,Violations were cited in the following area(s).,Y,11,A,3/10/2020,Cycle Inspection / Re-inspection,40.7765281,-73.97941586,31,31+,Parm,$$,3.5,555,"['delivery', 'pickup']",East Harlem,"['italian', 'sandwiches']",40.7764333,-73.9794019,235 Columbus Ave,New York,10023,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50037084,PARM RESTAURANT,Manhattan,250,VESEY STREET,10281,(212) 776-4927,Italian,1/9/2020,Violations were cited in the following area(s).,N,11,A,1/9/2020,Cycle Inspection / Initial Inspection,40.71452196,-74.0156771,35,31+,Parm,$$,3,376,"['delivery', 'pickup']",Tribeca,"['italian', 'sandwiches']",40.71445101,-74.01610831,Brookfield Pl,New York,10080,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40643138,PARMA RESTAURANT,Manhattan,1404,3 AVENUE,10075,(212) 535-3520,Italian,6/11/2019,Violations were cited in the following area(s).,N,10,A,6/11/2019,Cycle Inspection / Initial Inspection,40.77480091,-73.95692643,15,20-Nov,Parma,$$$,3.5,46,[],Upper East Side,"['italian', 'salad', 'soup']",40.774925,-73.957214,1404 3rd Ave,New York,10075,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40394207,PASCALOU,Manhattan,1308,MADISON AVENUE,10128,(212) 534-7522,French,5/14/2019,Violations were cited in the following area(s).,N,13,A,5/14/2019,Cycle Inspection / Initial Inspection,40.78509053,-73.95572809,27,21-30,Pascalou,$$,4,222,"['delivery', 'restaurant_reservation', 'pickup']",East Harlem,['french'],40.78521,-73.95595,1308 Madison Ave,New York,10128,NY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40559546,PASHA TURKISH RESTAURANT,Manhattan,64,WEST   71 STREET,10023,(212) 579-8751,Turkish,1/13/2020,Violations were cited in the following area(s).,Y,23,B,1/13/2020,Cycle Inspection / Re-inspection,40.77636324,-73.97846993,32,31+,Pasha Restaurant,$$,4,395,"['restaurant_reservation', 'delivery', 'pickup']",Midtown West,"['turkish', 'mideastern', 'mediterranean']",40.7765809,-73.9790791,70 W 71st St,New York,10023,NY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40393570,PASTA LOVERS TRATTORIA,Manhattan,142,WEST   49 STREET,10019,(212) 819-1155,Italian,1/30/2020,Violations were cited in the following area(s).,N,13,A,1/30/2020,Cycle Inspection / Initial Inspection,40.75979104,-73.98217165,10,10-Jun,Pasta Lovers,$$,3.5,355,"['delivery', 'pickup']",Midtown West,['italian'],40.759899,-73.982994,142 W 49th St,New York,10019,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011289,PASTAFINA PIZZA,Manhattan,388,3 AVENUE,10016,(212) 251-0708,Pizza,10/15/2019,Violations were cited in the following area(s).,N,9,A,10/15/2019,Cycle Inspection / Initial Inspection,40.74177699,-73.98100726,7,10-Jun,Pastafina Pizza,$,3.5,128,"['delivery', 'pickup']",Gramercy,['pizza'],40.74188,-73.98115,388 3rd Ave,New York,10016,NY,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50064388,PASTAI,Manhattan,186,9 AVENUE,10011,(646) 688-3463,Italian,5/30/2019,Violations were cited in the following area(s).,N,11,A,5/30/2019,Cycle Inspection / Initial Inspection,40.74545103,-74.00206792,5,5-Feb,Pastai,$$,3.5,195,"['delivery', 'pickup']",Garment District,"['wine_bars', 'italian', 'cocktailbars']",40.74542221,-74.00196701,186 9th Ave,New York,10011,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50008181,PASTEUR GRILL & NOODLES,Manhattan,85,BAXTER STREET,10013,(212) 608-3656,Vietnamese/Cambodian/Malaysia,4/16/2019,Violations were cited in the following area(s).,Y,7,A,4/16/2019,Cycle Inspection / Initial Inspection,40.71677375,-73.99977274,36,31+,Pasteur Grill & Noodles,$$,3.5,266,"['pickup', 'delivery']",Little Italy,"['vietnamese', 'noodles', 'sandwiches']",40.71667,-73.99974,85 Baxter St,New York,10013,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50091765,PASTRAMI QUEEN,Manhattan,1125,LEXINGTON AVENUE,10075,(212) 734-1500,Jewish/Kosher,8/15/2019,Violations were cited in the following area(s).,Y,11,A,8/15/2019,Pre-permit (Operational) / Initial Inspection,40.77437085,-73.95930964,3,5-Feb,Pastrami Queen,$$,3.5,520,"['delivery', 'pickup']",Upper East Side,"['delis', 'kosher', 'tradamerican']",40.77437,-73.95911,1125 Lexington Ave,New York,10075,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50085211,PATACON PISAO,Manhattan,139,ESSEX STREET,10002,(646) 678-5913,Latin,12/2/2019,Violations were cited in the following area(s).,Y,7,A,12/2/2019,Cycle Inspection / Initial Inspection,40.72024792,-73.98733747,15,20-Nov,Patacon Pisao,$,4,372,"['delivery', 'pickup']",Chinatown,"['venezuelan', 'sandwiches']",40.720379,-73.987588,139 Essex St,New York,10002,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
